"drugId"|"foodInteractionDescription"
"DB06155"|""
"DB06156"|""
"DB06157"|""
"DB06159"|""
"DB06160"|""
"DB06161"|""
"DB06162"|""
"DB06163"|""
"DB06166"|""
"DB06168"|"Take with or without food."
"DB06169"|""
"DB06171"|""
"DB06174"|""
"DB06176"|"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of romidepsin. Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of romidepsin."
"DB06177"|""
"DB06178"|""
"DB06179"|""
"DB06180"|""
"DB06181"|""
"DB06182"|""
"DB06184"|""
"DB06185"|""
"DB06186"|""
"DB06187"|""
"DB06188"|""
"DB06190"|""
"DB06191"|""
"DB06192"|""
"DB06193"|""
"DB06194"|""
"DB06195"|""
"DB06196"|""
"DB06197"|""
"DB06198"|""
"DB06199"|""
"DB06200"|""
"DB06201"|"Take with food. Food can increase the absorption of rufinamide."
"DB06202"|""
"DB06203"|"Take with or without food."
"DB06204"|"Avoid alcohol. Due to the additive pharmacological effect, the concomitant use with alcohol increases the risk for central nervous system depression, respiratory depression, profound sedation, coma, and death. Take with or without food. A high-fat, high-calorie meal increases absorption, but not to a clinically significant extent."
"DB06205"|""
"DB06206"|""
"DB06207"|"Take with food. A moderate fat or calorie meal decreases drug exposure as well as the risk of adverse effects."
"DB06209"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. Take with or without food."
"DB06210"|"Avoid multivalent ions. Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag. Take on an empty stomach. Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating."
"DB06211"|""
"DB06212"|"Avoid excessive or chronic alcohol consumption. This may increase the risk of developing osmotic demyelination syndrome. Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of tolvaptan, which may increase its serum concentration. Avoid St. John's Wort. This herb induces the CYP3A metabolism of tolvaptan and may reduce its serum concentration. Take with or without food."
"DB06213"|"Avoid caffeine. Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes."
"DB06215"|""
"DB06216"|"Take separate from meals. Do not have food or water for 10 minutes after administration."
"DB06217"|""
"DB06218"|"Take with or without food. Food does not affect the rate and extent of absorption."
"DB06219"|""
"DB06224"|""
"DB06225"|""
"DB06226"|""
"DB06228"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. Avoid St. John's Wort. Co-administration will decrease levels of this medication. Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose. Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose."
"DB06229"|""
"DB06230"|"Take with or without food. High-fat food increases the AUC by 30% and Cmax by 50% and delays Tmax by 30 min, but this is unlikely of clinical relevance."
"DB06231"|""
"DB06233"|""
"DB06234"|"Avoid St. John's Wort. Co-administration with St. John's wort decreases serum levels of maribavir and may decrease its therapeutic efficacy. Take with or without food. The co-administration of food with maribavir does not significantly affect its disposition."
"DB06235"|""
"DB06236"|""
"DB06237"|"Avoid excessive or chronic alcohol consumption. Substantial alcohol consumption (e.g. >3 units) in combination with avanafil may increase the risk of hypotension. Take with or without food. High-fat meals slow absorption, but not to a clinically significant extent."
"DB06239"|""
"DB06240"|""
"DB06241"|""
"DB06243"|"Take with or without food."
"DB06244"|""
"DB06245"|""
"DB06246"|""
"DB06247"|""
"DB06248"|""
"DB06249"|""
"DB06250"|""
"DB06251"|""
"DB06253"|""
"DB06255"|""
"DB06256"|""
"DB06257"|""
"DB06258"|""
"DB06260"|""
"DB06261"|""
"DB06262"|"Take with or without food. Take consistently with regard to food."
"DB06263"|""
"DB06264"|""
"DB06266"|""
"DB06267"|""
"DB06268"|"Take with or without food."
"DB06270"|""
"DB06271"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06272"|""
"DB06273"|""
"DB06274"|"Take with or without food. High-fat meals may reduce the Cmax and AUC by 38% and 21%, respectively; however, the clinical significance of this is unknown."
"DB06276"|""
"DB06280"|""
"DB06281"|""
"DB06282"|"Avoid alcohol. Take with or without food."
"DB06283"|"Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the CNS depressive effects of ziconotide."
"DB06285"|"Take with or without food."
"DB06287"|"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of temsirolimus, which may increase its serum concentration. Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of temsirolimus and may reduce its serum concentration."
"DB06288"|"Avoid alcohol. Amisulpride may enhance the effects of alcohol. Take with or without food. A high fat meal does not significantly affect drug pharmacokinetics, although a carbohydrate rich meal decreases drug absorption and levels."
"DB06290"|"Take with food."
"DB06292"|"Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis. Take with or without food."
"DB06293"|""
"DB06294"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06295"|""
"DB06297"|""
"DB06299"|""
"DB06302"|""
"DB06303"|""
"DB06304"|""
"DB06305"|""
"DB06306"|""
"DB06307"|""
"DB06309"|""
"DB06310"|""
"DB06311"|""
"DB06313"|""
"DB06314"|""
"DB06317"|""
"DB06318"|""
"DB06321"|""
"DB06322"|""
"DB06323"|""
"DB06324"|""
"DB06325"|""
"DB06326"|""
"DB06328"|""
"DB06329"|""
"DB06331"|""
"DB06333"|""
"DB06334"|""
"DB06335"|"Take with food. Food increases total drug exposure."
"DB06336"|""
"DB06342"|""
"DB06343"|""
"DB06345"|""
"DB06346"|""
"DB06347"|""
"DB06350"|""
"DB06352"|""
"DB06354"|""
"DB06355"|""
"DB06356"|""
"DB06358"|""
"DB06359"|""
"DB06360"|""
"DB06361"|""
"DB06362"|""
"DB06364"|""
"DB06365"|""
"DB06366"|""
"DB06367"|""
"DB06368"|""
"DB06370"|""
"DB06371"|""
"DB06372"|""
"DB06374"|"Take with food. Take with food to reduce nausea and vomiting."
"DB06376"|""
"DB06379"|""
"DB06393"|""
"DB06394"|""
"DB06395"|""
"DB06397"|""
"DB06399"|""
"DB06400"|""
"DB06401"|"Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia. Administer vitamin supplements. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium. Take at the same time every day. Take with or without food. Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax."
"DB06402"|""
"DB06403"|""
"DB06404"|""
"DB06405"|""
"DB06406"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06408"|""
"DB06409"|""
"DB06410"|"Avoid antacids. Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia."
"DB06412"|""
"DB06413"|"Avoid alcohol. Exercise caution with grapefruit products. Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor. Exercise caution with St. John's Wort. Armodafinil is partially metabolized by CYP3A4, and St. John's Wort is a CYP3A4 inducer. Take with or without food. Taking armodafinil with food can delay the Tmax by 2-4 hours."
"DB06414"|"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration. Avoid St. John's Wort. This herb induces the CYP3A metabolism of etravirine and may reduce its serum concentration. Take after a meal. Take after meals. This increases the bioavailability of etravirine."
"DB06415"|""
"DB06419"|""
"DB06420"|""
"DB06421"|""
"DB06422"|""
"DB06423"|""
"DB06429"|""
"DB06431"|""
"DB06432"|""
"DB06433"|""
"DB06434"|""
"DB06435"|""
"DB06436"|""
"DB06437"|""
"DB06439"|""
"DB06440"|""
"DB06441"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06442"|""
"DB06444"|""
"DB06445"|""
"DB06446"|""
"DB06447"|""
"DB06448"|"Avoid grapefruit products. Co-administration with strong or moderate CYP3A inhibitors is contraindicated; avoid consuming grapefruit or Seville oranges. Take with food. Administration with food is recommended to reduce gastrointestinal adverse reactions. However, co-administration with food does affect lonafarnib absorption."
"DB06449"|""
"DB06451"|""
"DB06453"|""
"DB06454"|""
"DB06455"|""
"DB06457"|""
"DB06458"|""
"DB06460"|""
"DB06461"|""
"DB06462"|""
"DB06463"|""
"DB06464"|""
"DB06465"|""
"DB06467"|""
"DB06468"|""
"DB06469"|""
"DB06470"|""
"DB06471"|""
"DB06472"|""
"DB06474"|""
"DB06475"|""
"DB06477"|""
"DB06478"|""
"DB06479"|""
"DB06480"|"Take with or without food."
"DB06481"|""
"DB06482"|""
"DB06485"|""
"DB06486"|""
"DB06489"|""
"DB06492"|""
"DB06493"|""
"DB06494"|""
"DB06495"|""
"DB06496"|""
"DB06497"|""
"DB06498"|""
"DB06499"|""
"DB06503"|""
"DB06504"|""
"DB06506"|""
"DB06508"|""
"DB06510"|""
"DB06511"|""
"DB06512"|""
"DB06515"|""
"DB06517"|""
"DB06518"|""
"DB06519"|""
"DB06521"|""
"DB06523"|""
"DB06525"|""
"DB06527"|""
"DB06529"|""
"DB06530"|""
"DB06532"|""
"DB06533"|""
"DB06534"|""
"DB06535"|""
"DB06536"|""
"DB06538"|""
"DB06543"|""
"DB06545"|""
"DB06546"|""
"DB06548"|""
"DB06549"|""
"DB06550"|""
"DB06552"|""
"DB06554"|""
"DB06555"|""
"DB06556"|""
"DB06557"|""
"DB06558"|""
"DB06559"|""
"DB06560"|""
"DB06562"|""
"DB06568"|""
"DB06569"|""
"DB06573"|""
"DB06575"|""
"DB06576"|""
"DB06578"|""
"DB06579"|""
"DB06580"|""
"DB06581"|""
"DB06582"|""
"DB06584"|""
"DB06585"|""
"DB06586"|""
"DB06587"|""
"DB06588"|""
"DB06589"|"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of pazopanib. Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of pazopanib. Take on an empty stomach. Separate pazopanib from meals by at least 1 hour before and 2 hours after eating as food increases pazopanib bioavailability. Take separate from antacids. Separate the administration of pazopanib and antacids by several hours."
"DB06590"|""
"DB06592"|""
"DB06594"|""
"DB06595"|"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of midostaurin and may reduce its serum concentration. Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration. Take with food. Taking midostaurin with food increases the AUC, but it also prolongs the Tmax and reduces Cmax."
"DB06597"|""
"DB06598"|""
"DB06599"|""
"DB06600"|""
"DB06602"|""
"DB06603"|"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of panobinostat. Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of panobinostat. Take at the same time every day. Take with a full glass of water. Take with or without food."
"DB06604"|""
"DB06605"|"Avoid grapefruit products. Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. Avoid St. John's Wort. St. John's Wort will decrease levels of this medication. Take with or without food."
"DB06606"|""
"DB06607"|""
"DB06608"|"Take with food."
"DB06609"|""
"DB06610"|""
"DB06611"|""
"DB06612"|""
"DB06614"|""
"DB06616"|"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of bosutinib. Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of bosutinib. Take with food. Coadministration with a high-fat meal may increase the AUC of bosutinib."
"DB06618"|""
"DB06619"|""
"DB06620"|""
"DB06622"|""
"DB06623"|""
"DB06624"|""
"DB06625"|""
"DB06626"|"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of axitinib. Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of axitinib. Take with a full glass of water. Take with or without food."
"DB06628"|""
"DB06629"|""
"DB06630"|""
"DB06633"|""
"DB06634"|""
"DB06635"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06636"|"Avoid grapefruit products. Grapefruit is a moderate to strong inhibitor of CYP3A4. Strong CYP3A4 inhibitors are contraindicated with isavuconazonium. Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of isavuconazonium and may reduce its serum concentration. Co-administration of isavuconazonium with St. John's Wort is contraindicated. Take with or without food. The bioavailability of isavuconazonium is not significantly impacted by food."
"DB06637"|"Take with or without food. High-fat meals increase drug absorption, but not to a clinically significant extent."
"DB06638"|""
"DB06640"|""
"DB06641"|""
"DB06642"|""
"DB06643"|"Administer calcium supplement. Calcium supplements should be used as necessary to prevent hypocalcemia. Administer vitamin supplements. Vitamin D should be administered as necessary to complement calcium in preventing hypocalcemia."
"DB06645"|""
"DB06647"|""
"DB06649"|""
"DB06650"|""
"DB06651"|""
"DB06652"|""
"DB06654"|"Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the sedative effects of safinamide. Avoid St. John's Wort. This herb may increase the risk of serotonin syndrome, and therefore, concomitant use is contraindicated. Avoid tyramine-containing foods and supplements. Avoid foods containing high amounts of tyramine (>150mg) as these foods may cause a significant elevation in blood pressure. Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages. Take at the same time every day. Take with or without food."
"DB06655"|"Take with or without food."
"DB06656"|""
"DB06657"|""
"DB06659"|""
"DB06660"|""
"DB06662"|""
"DB06663"|""
"DB06666"|""
"DB06669"|""
"DB06670"|""
"DB06673"|""
"DB06674"|""
"DB06677"|""
"DB06678"|""
"DB06679"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06680"|""
"DB06681"|""
"DB06682"|""
"DB06683"|""
"DB06684"|"Avoid alcohol. Avoid St. John's Wort. Take with food."
"DB06685"|""
"DB06688"|""
"DB06689"|""
"DB06690"|""
"DB06691"|"Avoid alcohol. Take with food."
"DB06692"|""
"DB06693"|"Avoid alcohol. Avoid grapefruit products."
"DB06694"|""
"DB06695"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. Avoid St. John's Wort. This herb induces PGP which may reduce the serum levels of dabigatran. Take with a full glass of water. Take with or without food."
"DB06696"|""
"DB06697"|"Avoid grapefruit products. Take with food. Food increases absorption."
"DB06698"|"Take with food. This may reduce or prevent gastrointestinal upset."
"DB06699"|""
"DB06700"|"Avoid alcohol. Avoid St. John's Wort. Take with or without food. The absorption is unaffected by food."
"DB06701"|"Avoid alcohol. Alcohol inhibits the metabolism of dexmethylphenidate. Take with or without food."
"DB06702"|"Take with or without food."
"DB06703"|"Take with or without food."
"DB06704"|""
"DB06705"|""
"DB06706"|""
"DB06707"|""
"DB06708"|"Avoid grapefruit products. Take with food. Food increases absorption."
"DB06709"|"Take with or without food."
"DB06710"|""
"DB06711"|""
"DB06712"|"Take with or without food."
"DB06713"|""
"DB06714"|""
"DB06715"|""
"DB06716"|""
"DB06717"|"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of fosaprepitant, which may increase its serum concentration. Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of fosaprepitant and may reduce its serum concentration."
"DB06718"|""
"DB06719"|""
"DB06720"|""
"DB06721"|""
"DB06723"|"Avoid foods rich in citrate. Citrate may increase the absorption of aluminum and has the potential to cause toxicity."
"DB06724"|"Take with or without food. Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement."
"DB06725"|""
"DB06726"|""
"DB06727"|""
"DB06728"|""
"DB06729"|""
"DB06730"|""
"DB06731"|""
"DB06732"|""
"DB06733"|""
"DB06734"|""
"DB06735"|""
"DB06736"|"Take with or without food."
"DB06737"|""
"DB06738"|""
"DB06739"|""
"DB06740"|""
"DB06741"|""
"DB06742"|""
"DB06743"|""
"DB06744"|""
"DB06745"|""
"DB06746"|""
"DB06747"|""
"DB06748"|""
"DB06749"|""
"DB06750"|""
"DB06751"|""
"DB06752"|""
"DB06753"|""
"DB06754"|"Avoid excessive or chronic alcohol consumption. Ingesting alcohol increases the risk of bleeding. Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06755"|""
"DB06756"|"Take with or without food. Oral betaine powder should be mixed with food or a beverage and then consumed."
"DB06757"|""
"DB06759"|""
"DB06760"|""
"DB06761"|""
"DB06762"|""
"DB06763"|""
"DB06764"|""
"DB06766"|""
"DB06767"|""
"DB06768"|""
"DB06769"|""
"DB06770"|""
"DB06771"|""
"DB06772"|"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of cabazitaxel, which may increase its serum concentration. Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of cabazitaxel and may reduce its serum concentration."
"DB06773"|""
"DB06774"|""
"DB06775"|"Take before a meal. Take carglumic acid right before eating. Take with plain water. Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole."
"DB06776"|""
"DB06777"|""
"DB06778"|""
"DB06779"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06780"|""
"DB06781"|""
"DB06782"|""
"DB06783"|""
"DB06784"|""
"DB06785"|""
"DB06786"|""
"DB06787"|""
"DB06788"|""
"DB06789"|""
"DB06791"|""
"DB06792"|"Take with food."
"DB06793"|""
"DB06794"|""
"DB06795"|""
"DB06796"|""
"DB06797"|""
"DB06799"|"Drink plenty of fluids. Take with food."
"DB06800"|"Take on an empty stomach. Take methylnaltrexone at least 30 minutes before breakfast."
"DB06801"|""
"DB06802"|""
"DB06803"|""
"DB06804"|""
"DB06807"|""
"DB06809"|""
"DB06810"|""
"DB06811"|""
"DB06812"|""
"DB06813"|""
"DB06814"|""
"DB06815"|""
"DB06816"|""
"DB06817"|"Take with or without food."
"DB06819"|"Take with food. The effect of food on phenylbutyrate’s absorption is unknown."
"DB06820"|""
"DB06821"|""
"DB06822"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB06823"|"Take at the same time every day. Take each dose at the same time every day. Take on an empty stomach. Take tiopronin at least 1 hour before or 2 hours after eating food."
"DB06824"|"Avoid concomitant mineral supplements. Administer CUVRIOR at least 1 hour before or 2 hours after administration of other mineral supplements. Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption. Take on an empty stomach. Take CUVRIOR one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food."
"DB06825"|""
"DB06826"|""
"DB06827"|""
"DB06828"|""
"DB06829"|""
"DB06830"|""
"DB06831"|""
"DB06832"|""
"DB06833"|""
"DB06834"|""
"DB06835"|""
"DB06836"|""
"DB06837"|""
"DB06838"|""
"DB06839"|""
"DB06840"|""
"DB06841"|""
"DB06842"|""
"DB06843"|""
"DB06844"|""
"DB06845"|""
"DB06847"|""
"DB06848"|""
"DB06849"|""
"DB06850"|""
"DB06851"|""
"DB06852"|""
"DB06853"|""
"DB06855"|""
"DB06856"|""
"DB06857"|""
"DB06858"|""
"DB06859"|""
"DB06860"|""
"DB06861"|""
"DB06862"|""
"DB06864"|""
"DB06865"|""
"DB06866"|""
"DB06867"|""
"DB06868"|""
"DB06869"|""
"DB06870"|""
"DB06871"|""
"DB06872"|""
"DB06873"|""
"DB06874"|""
"DB06875"|""
"DB06876"|""
"DB06877"|""
"DB06878"|""
"DB06879"|""
"DB06880"|""
"DB06881"|""
"DB06882"|""
"DB06883"|""
"DB06884"|""
"DB06885"|""
"DB06886"|""
"DB06887"|""
"DB06888"|""
"DB06889"|""
"DB06890"|""
"DB06891"|""
"DB06892"|""
"DB06893"|""
"DB06894"|""
"DB06896"|""
"DB06897"|""
"DB06898"|""
"DB06899"|""
"DB06900"|""
"DB06901"|""
"DB06902"|""
"DB06903"|""
"DB06904"|""
"DB06905"|""
"DB06906"|""
"DB06907"|""
"DB06908"|""
"DB06909"|""
"DB06910"|""
"DB06911"|""
"DB06912"|""
"DB06913"|""
"DB06914"|""
"DB06915"|""
"DB06916"|""
"DB06917"|""
"DB06918"|""
"DB06919"|""
"DB06920"|""
"DB06921"|""
"DB06922"|""
"DB06923"|""
"DB06924"|""
"DB06925"|""
"DB06926"|""
"DB06927"|""
"DB06928"|""
"DB06929"|""
"DB06930"|""
"DB06931"|""
"DB06932"|""
"DB06933"|""
"DB06934"|""
"DB06935"|""
"DB06936"|""
"DB06937"|""
"DB06938"|""
"DB06939"|""
"DB06940"|""
"DB06941"|""
"DB06942"|""
"DB06943"|""
"DB06944"|""
"DB06945"|""
"DB06946"|""
"DB06947"|""
"DB06948"|""
"DB06949"|""
"DB06950"|""
"DB06951"|""
"DB06952"|""
"DB06953"|""
"DB06954"|""
"DB06955"|""
"DB06956"|""
"DB06957"|""
"DB06958"|""
"DB06959"|""
"DB06960"|""
"DB06961"|""
"DB06962"|""
"DB06963"|""
"DB06964"|""
"DB06965"|""
"DB06966"|""
"DB06967"|""
"DB06968"|""
"DB06969"|""
"DB06970"|""
"DB06971"|""
"DB06972"|""
"DB06973"|""
"DB06974"|""
"DB06976"|""
"DB06977"|""
"DB06978"|""
"DB06979"|""
"DB06980"|""
"DB06981"|""
"DB06982"|""
"DB06983"|""
"DB06984"|""
"DB06985"|""
"DB06986"|""
"DB06987"|""
"DB06988"|""
"DB06989"|""
"DB06990"|""
"DB06991"|""
"DB06992"|""
"DB06993"|""
"DB06994"|""
"DB06995"|""
"DB06996"|""
"DB06997"|""
"DB06998"|""
"DB06999"|""
"DB07000"|""
"DB07001"|""
"DB07002"|""
"DB07003"|""
"DB07004"|""
"DB07005"|""
"DB07006"|""
"DB07007"|""
"DB07008"|""
"DB07009"|""
"DB07010"|""
"DB07011"|""
"DB07012"|""
"DB07013"|""
"DB07014"|""
"DB07015"|""
"DB07016"|""
"DB07017"|""
"DB07018"|""
"DB07019"|""
"DB07020"|""
"DB07021"|""
"DB07022"|""
"DB07023"|""
"DB07024"|""
"DB07025"|""
"DB07026"|""
"DB07027"|""
"DB07028"|""
"DB07029"|""
"DB07030"|""
"DB07031"|""
"DB07032"|""
"DB07033"|""
"DB07034"|""
"DB07035"|""
"DB07036"|""
"DB07037"|""
"DB07038"|""
"DB07039"|""
"DB07040"|""
"DB07041"|""
"DB07042"|""
"DB07043"|""
"DB07044"|""
"DB07045"|""
"DB07046"|""
"DB07047"|""
"DB07048"|""
"DB07049"|""
"DB07050"|""
"DB07051"|""
"DB07052"|""
"DB07053"|""
"DB07054"|""
"DB07055"|""
"DB07056"|""
"DB07057"|""
"DB07058"|""
"DB07059"|""
"DB07060"|""
"DB07061"|""
"DB07062"|""
"DB07063"|""
"DB07064"|""
"DB07065"|""
"DB07066"|""
"DB07067"|""
"DB07068"|""
"DB07069"|""
"DB07070"|""
"DB07071"|""
"DB07072"|""
"DB07073"|""
"DB07074"|""
"DB07075"|""
"DB07076"|""
"DB07077"|""
"DB07078"|""
"DB07079"|""
"DB07080"|""
"DB07081"|""
"DB07082"|""
"DB07083"|""
"DB07084"|""
"DB07085"|""
"DB07086"|""
"DB07087"|""
"DB07088"|""
"DB07089"|""
"DB07090"|""
"DB07091"|""
"DB07092"|""
"DB07093"|""
"DB07094"|""
"DB07095"|""
"DB07096"|""
"DB07097"|""
"DB07098"|""
"DB07099"|""
"DB07100"|""
"DB07101"|""
"DB07102"|""
"DB07103"|""
"DB07104"|""
"DB07105"|""
"DB07106"|""
"DB07107"|""
"DB07108"|""
"DB07109"|""
"DB07110"|""
"DB07111"|""
"DB07112"|""
"DB07113"|""
"DB07114"|""
"DB07115"|""
"DB07116"|""
"DB07117"|""
"DB07118"|""
"DB07119"|""
"DB07120"|""
"DB07121"|""
"DB07122"|""
"DB07123"|""
"DB07124"|""
"DB07125"|""
"DB07126"|""
"DB07127"|""
"DB07128"|""
"DB07129"|""
"DB07130"|""
"DB07131"|""
"DB07132"|""
"DB07133"|""
"DB07134"|""
"DB07135"|""
"DB07136"|""
"DB07137"|""
"DB07138"|""
"DB07139"|""
"DB07140"|""
"DB07141"|""
"DB07142"|""
"DB07143"|""
"DB07144"|""
"DB07145"|""
"DB07146"|""
"DB07147"|""
"DB07148"|""
"DB07149"|""
"DB07150"|""
"DB07151"|""
"DB07152"|""
"DB07153"|""
"DB07154"|""
"DB07155"|""
"DB07156"|""
"DB07157"|""
"DB07158"|""
"DB07159"|""
"DB07160"|""
"DB07161"|""
"DB07162"|""
"DB07163"|""
"DB07164"|""
"DB07165"|""
"DB07167"|""
"DB07168"|""
"DB07169"|""
"DB07170"|""
"DB07171"|""
"DB07172"|""
"DB07173"|""
"DB07174"|""
"DB07175"|""
"DB07176"|""
"DB07177"|""
"DB07178"|""
"DB07179"|""
"DB07180"|""
"DB07181"|""
"DB07182"|""
"DB07183"|""
"DB07184"|""
"DB07185"|""
"DB07186"|""
"DB07187"|""
"DB07188"|""
"DB07189"|""
"DB07190"|""
"DB07192"|""
"DB07193"|""
"DB07194"|""
"DB07195"|""
"DB07196"|""
"DB07197"|""
"DB07198"|""
"DB07199"|""
"DB07200"|""
"DB07201"|""
"DB07202"|""
"DB07203"|""
"DB07204"|""
"DB07205"|""
"DB07206"|""
"DB07207"|""
"DB07208"|""
"DB07209"|""
"DB07210"|""
"DB07211"|""
"DB07212"|""
"DB07213"|""
"DB07215"|""
"DB07216"|""
"DB07217"|""
"DB07218"|""
"DB07219"|""
"DB07220"|""
"DB07221"|""
"DB07222"|""
"DB07223"|""
"DB07224"|""
"DB07225"|""
"DB07226"|""
"DB07227"|""
"DB07228"|""
"DB07229"|""
"DB07230"|""
"DB07231"|""
"DB07232"|""
"DB07233"|""
"DB07234"|""
"DB07235"|""
"DB07236"|""
"DB07237"|""
"DB07238"|""
"DB07239"|""
"DB07240"|""
"DB07241"|""
"DB07242"|""
"DB07243"|""
"DB07244"|""
"DB07245"|""
"DB07246"|""
"DB07247"|""
"DB07248"|""
"DB07249"|""
"DB07250"|""
"DB07251"|""
"DB07252"|""
"DB07253"|""
"DB07254"|""
"DB07255"|""
"DB07256"|""
"DB07257"|""
"DB07258"|""
"DB07259"|""
"DB07260"|""
"DB07261"|""
"DB07262"|""
"DB07263"|""
"DB07264"|""
"DB07265"|""
"DB07266"|""
"DB07267"|""
"DB07268"|""
"DB07269"|""
"DB07270"|""
"DB07271"|""
"DB07272"|""
"DB07273"|""
"DB07274"|""
"DB07275"|""
"DB07276"|""
"DB07277"|""
"DB07278"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB07279"|""
"DB07280"|""
"DB07281"|""
"DB07282"|""
"DB07283"|""
"DB07284"|""
"DB07285"|""
"DB07286"|""
"DB07287"|""
"DB07288"|""
"DB07289"|""
"DB07290"|""
"DB07291"|""
"DB07292"|""
"DB07293"|""
"DB07294"|""
"DB07295"|""
"DB07296"|""
"DB07297"|""
"DB07298"|""
"DB07299"|""
"DB07300"|""
"DB07301"|""
"DB07302"|""
"DB07303"|""
"DB07304"|""
"DB07305"|""
"DB07306"|""
"DB07307"|""
"DB07308"|""
"DB07309"|""
"DB07310"|""
"DB07311"|""
